seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
123,Edo period wooden medicine box,江户时代木药箱,C,5.460,29.2,low,C–A,5.31,是,当前C级建立在“普通日用品、信息量低”等未核实描述上；用途、铭文或稀缺性资料可能改变现有判断。,,缺将其认定为药箱及町人阶层用品的可靠依据,检索PEM日本木器记录和江户药业器具图录，确认“江户时代木药箱”的登录号、铭文、内部结构及其药业和町人用途的判定依据。,缺PEM登录号、准确年代、产地或作坊及尺寸；缺内部结构、彩绘纹样、铭文与保存状况资料；缺将其认定为药箱及町人阶层用品的可靠依据；缺江户药业木器存世情况、同类比较与入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
124,Edo bronze censer with floral relief,江户花卉纹青铜香炉,B,5.519,29.2,low,C–A,5.31,是,当前B级依赖“装饰常规、町屋日用”等无来源判断，且缺铭文、图像和同类比较，证据不足。,,缺铭文、底款、花卉纹样与铸造细节的高清图像,查阅PEM日本金工记录及江户香炉图录，确认“江户花卉纹青铜香炉”的底款、铸工、年代和用途，并比较同类花卉浮雕香炉。,缺PEM登录号、准确年代、尺寸、合金及铸造者资料；缺铭文、底款、花卉纹样与铸造细节的高清图像；缺认定其为町屋日常陈设器的使用语境证据；缺江户青铜香炉的质量、稀缺性比较及入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
125,Edo period iron tea‑kettle tetsubin,江户铁茶壶铁瓶,B,5.732,29.2,low,C–A,5.31,是,当前B级主要依据未经图像或专家资料支持的“铸造工整”评价，新增款识和同类研究可能触发跨Tier复核。,,缺壶身款识及铸造者、准确年代资料,检索PEM日本金工档案与铁瓶图录，核实“江户铁茶壶铁瓶”的款识、铸造者、年代、保存状况及同类作品位置。,缺PEM登录号、准确年代、尺寸、重量与铸造者；缺壶身纹样、款识、提梁、壶嘴及内部状况图像；缺铸造质量、保存状况及是否适合实用的专业评估；缺江户铁瓶同类比较、稀缺性和入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
126,"Ukiyo‑e beauty print, minor artist",二流浮世绘美人版画,B,5.510,29.2,low,C–A,5.31,是,当前B级及“二流画师”判断在画师身份和版次均未知时缺乏支撑，准确识别可能导致跨Tier。,,缺画师姓名、作品题名、系列、年代、版元与印章,在PEM版画清单和浮世绘目录中识别这件“美人版画”的画师、题名、系列、版元、印章与版次，并核查其存世印本。,缺画师姓名、作品题名、系列、年代、版元与印章；缺版次、版态、印刷质量、色彩与保存状况；缺浮世绘目录对该版存世数量和画师地位的说明；缺PEM登录号、来源、入藏经过及轮换展出记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
127,Katsushika Hokusai miscellaneous sketch print,葛饰北斋杂画小版画,B,6.050,27.6,low,C–S,7.24,是,当前B级仅凭北斋姓名和“冷门次要作品”描述；准确作品识别、归属及版态可能造成显著跨Tier变化。,,缺确切题名、系列名称、目录编号及作者归属依据,检索PEM版画档案及北斋作品总录，确认“葛饰北斋杂画小版画”的确切题名、系列、目录编号、版元和版态。,缺确切题名、系列名称、目录编号及作者归属依据；缺年代、版元、版次、版态、印刷质量与保存状况；缺该作品在北斋创作生涯及相应系列中的位置；缺存世印本数量、PEM来源及展览出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
128,"Hiroshige, miscellaneous station print",歌川广重普通站点版画,B,6.050,35.4,low,C–S,6.46,是,当前B级依据“较不知名站点”和组内重复判断，但具体站点及版本均未知，补充资料可能导致跨Tier。,,缺具体站名、完整系列版本、题名与目录编号,在PEM版画记录及广重《东海道五十三次》目录中确定该页的站名、系列版本、版元、目录编号和版态，并与PEM其他广重选页核对。,缺具体站名、完整系列版本、题名与目录编号；缺版元、年代、版次、版态、印刷质量与保存状况；缺该站点各版本存世数量及馆藏同类比较；缺PEM登录号、来源、入藏和展览出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
129,Joseon dynasty white porcelain bottle,朝鲜王朝白瓷瓶,B,6.392,29.2,low,C–A,5.31,是,当前B级依赖“典型、优质省窑产出”等未经核实描述；窑口、断代和质量资料可能显著改变判断。,,缺窑口或生产区域及精确断代依据,查阅PEM韩国陶瓷档案及朝鲜白瓷图录，确定该白瓷瓶的器形、年代、窑口、胎釉特征，并核实“省窑产出”的依据。,缺PEM登录号、器形名称、尺寸与精确断代；缺窑口或生产区域及“省窑”判断的依据；缺胎釉检测、高清图像、保存状况与修复记录；缺朝鲜白瓷瓶存世比较、来源及PEM馆藏地位说明,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
130,Joseon celadon small bowl,朝鲜青瓷小碗,B,5.882,29.2,low,C–A,5.31,是,当前B级依赖“釉色可观但小而常见”等无来源评价；技术分类、断代及稀缺性尚未核实。,,缺精确年代、窑口及青瓷技术分类,检索PEM韩国陶瓷记录及朝鲜青瓷研究，核实该小碗的年代、窑口、胎釉技术和保存状况，并统计可比馆藏实例。,缺PEM登录号、尺寸、精确年代与窑口资料；缺青瓷技术分类、胎釉检测及烧造特征；缺高清图像、釉色记录、保存状况和修复信息；缺朝鲜时期青瓷碗存世数量、同类比较与来源,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
131,Joseon embroidered floral rank badge fragment,朝鲜刺绣补子残片,C,5.395,29.2,low,C–A,5.31,是,当前C级以“补子残片且明显次要”为前提，但对象功能、原纹样及残缺程度均未核实，可能因描述不完整而被低估。,,缺将其识别为官阶补子的图像学依据,请由朝鲜服饰专家结合PEM高清图像与纺织记录，核实该花卉刺绣残片是否为官阶补子，并确定原官阶、年代和残缺范围。,缺PEM登录号、尺寸、材质、针法与精确年代；缺高清图像及将其识别为官阶补子的图像学依据；缺原官阶、纹样含义、残缺范围与原貌复原资料；缺同类补子残片的存世比较、来源及入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
132,Joseon bronze hand‑mirror,朝鲜青铜手镜,C,5.487,29.2,low,C–A,5.31,是,当前C级依赖“晚期、日用小件、铸饰常规”等未核实描述；纹样、铭文或断代资料可能导致跨Tier复核。,,缺镜背纹样、铭文及精确断代资料,检索PEM韩国金工记录及朝鲜铜镜类型学研究，识别该手镜的镜背纹样与铭文，核实年代并比较同型存世实例。,缺PEM登录号、尺寸、合金成分与精确断代；缺镜背纹样、铭文、铸造痕迹及保存状况图像；缺该镜使用语境、原使用者或考古来源资料；缺朝鲜青铜手镜的纹样分类、存世比较与入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
