seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
86,"Fidelia Bridges, Floral Watercolor",菲德莉娅·布里奇斯：花卉水彩,B,6.158,33.9,low,C–A,4.96,是,对象身份、归属及支撑地方重要性的事实均未核实，可能改变当前Tier。,,缺PEM登录记录确认正式题名、登录号、图像、年代及布里奇斯归属。,PEM登记系统能否确认这件水彩的登录号、图像与布里奇斯归属，相关展览图录如何评价它在其植物水彩中的位置？,缺PEM登录记录确认正式题名、登录号、图像、年代及布里奇斯归属。；缺展览图录或学术出版说明该作在布里奇斯植物水彩创作中的位置。；缺权威传记与PEM资料确认当前定级所依赖的塞勒姆地方关联。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
87,"J.O.J. Frost, Fisherman’s Cottage Scene",J.O.J.弗罗斯特：渔夫小屋,B,6.648,32.3,low,C–A,5.08,是,当前Tier依赖未经核实的塞勒姆题材和亲历记忆性质，相关结论可能随考证显著变化。,,缺馆方或地方史资料确认画中地点、人物、事件及其是否源于亲历记忆。,PEM登记记录和塞勒姆地方史档案能否确认该画的登录号、具体地点与事件，并证明它属于弗罗斯特的亲历记忆画？,缺PEM登录记录确认正式题名、登录号、图像、年代及弗罗斯特归属。；缺馆方或地方史资料确认画中地点、人物、事件及其是否源于亲历记忆。；缺弗罗斯特专题研究说明该作在其塞勒姆场景中的代表性与稀缺性。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
88,"Winslow Homer, Figure Sketch",温斯洛·霍默：人物速写,C,5.078,32.3,low,C–A,5.08,是,霍默归属和准备稿功能均属定级核心事实，目前没有可核验的对象级证据。,,缺霍默作品总录或技术研究验证作者归属与炭笔媒材。,PEM登记系统与霍默作品总录能否确认该炭笔稿的登录号、作者归属，并将其对应到某件完成作品？,缺PEM登录记录确认正式题名、登录号、图像、年代、人物及霍默归属。；缺霍默作品总录或技术研究验证作者归属与炭笔媒材。；缺证据确认该稿是否对应某件完成作品及其在创作过程中的作用。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
89,"John Trumbull, Portrait Study",约翰·特朗布尔：人物肖像草稿,B,5.633,32.3,low,C–A,5.08,是,当前Tier依赖未经证实的人物身份和革命历史关联，相关答案可能显著改变作品重要性判断。,,缺特朗布尔作品总录确认该草稿与哪件肖像或历史构图相关。,PEM登记系统和特朗布尔作品总录能否确认画中人物，并将这件油画草稿对应到一件具体肖像或独立战争构图？,缺PEM登录记录确认正式题名、登录号、图像、年代及画中人物。；缺特朗布尔作品总录确认该草稿与哪件肖像或历史构图相关。；缺技术或学术研究验证特朗布尔归属、创作阶段及草稿功能。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
90,"Georgia O’Keeffe, Leaf Study",乔治亚·欧姬芙：叶片习作,B,6.321,32.3,low,C–A,5.08,是,欧姬芙归属、对象身份及系列位置均未核实，这些事实可能使当前Tier跨级变化。,,缺欧姬芙作品总录确认该对象身份及其所属叶片或有机形态系列。,PEM登记系统中的登录号和图像能否与欧姬芙作品总录对应，并确认该作在叶片或有机形态系列中的具体位置？,缺PEM登录记录确认正式题名、登录号、图像、年代、媒材及欧姬芙归属。；缺欧姬芙作品总录确认该对象身份及其所属叶片或有机形态系列。；缺学术研究说明该作在欧姬芙创作发展中的位置与代表性。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
91,"Samuel McIntire, Door‑frame carving fragment",塞缪尔·麦金太尔：门框木雕残件,B,6.166,32.5,low,C–A,5.06,是,原位关系和麦金太尔归属均是当前Tier的主要依据，但现有资料无法核验。,,缺档案确认该残件原属建筑、房间、门框位置及拆离经过。,PEM登记档案和加德纳-平格里宅修复档案能否确定该残件原属哪座建筑、哪个房间和门框位置，并说明麦金太尔归属依据？,缺档案确认该残件原属建筑、房间、门框位置及拆离经过。；缺文献或技术研究区分麦金太尔本人、其作坊或后期仿作。；缺与其他存世麦金太尔门框构件的完整度、质量及稀缺性比较。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=none
92,"Samuel McIntire, urn‑motif decorative trim",麦金太尔：瓮纹装饰木饰条,B,6.130,32.5,low,C–A,5.06,是,原安装语境、作者归属与定制性质均直接影响当前Tier，现有资料不足以确认。,,缺档案确认饰条原属建筑、房间、安装位置及与相邻构件的组合方式。,PEM登记与宅邸修复档案能否确定这段瓮纹饰条的原安装位置，并证明它是麦金太尔作坊为特定建筑定制而非通用构件？,缺档案确认饰条原属建筑、房间、安装位置及与相邻构件的组合方式。；缺文献或技术研究验证麦金太尔归属及联邦时期年代。；缺比较研究判断瓮纹饰条是标准化产品还是特定建筑定制构件。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=none
93,"Paul Revere, Silver Teaspoon Set",保罗·里维尔：银茶匙成套,B,6.285,32.3,low,C–A,5.08,是,里维尔归属和套件完整性未经核实，二者答案不同可直接改变当前Tier。,,缺银匠标记的清晰图像、权威释读及保罗·里维尔归属鉴定。,PEM登记档案中的标记图像和件数能否确认这是一套完整的保罗·里维尔茶匙，权威银器目录收录了多少同式套件？,缺PEM登录记录确认登录号、正式题名、制作年代、件数及套件完整性。；缺银匠标记的清晰图像、权威释读及保罗·里维尔归属鉴定。；缺权威里维尔银器目录对同式茶匙套件数量、质量及稀缺性的比较。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
94,"Paul Revere, Silver Salt Cellar",保罗·里维尔：银盐罐,B,6.249,32.3,low,C–A,5.08,是,里维尔归属及器形稀缺性的基础事实均未核实，可能显著改变当前Tier。,,缺银匠标记图像、权威释读及保罗·里维尔归属鉴定。,PEM登记档案能否提供盐罐标记图像并确认其是否原为成对器，权威里维尔银器目录如何著录同类盐罐？,缺PEM登录记录确认登录号、正式题名、年代、器形及是否原为成对盐罐。；缺银匠标记图像、权威释读及保罗·里维尔归属鉴定。；缺权威银器目录对里维尔盐罐存世数量、器形稀缺性及质量的比较。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
95,Salem Federal‑era mahogany card table,塞勒姆联邦时代桃花心木牌桌,B,6.610,33.9,low,C–A,4.96,是,当前Tier高度依赖未经核实的塞勒姆制作归属，归属结果不同可能显著改变判断。,,缺结构、木材、五金及文献证据验证塞勒姆制作归属，并判断具体作坊。,PEM登记与家具研究档案能否依据结构、木材和五金确认该牌桌为塞勒姆制作，并将其归入具体作坊或已知器型？,缺PEM登录记录确认正式题名、登录号、图像、尺寸、年代及材质。；缺结构、木材、五金及文献证据验证塞勒姆制作归属，并判断具体作坊。；缺与存世塞勒姆联邦时期牌桌的工艺质量、器型稀缺性及馆藏地位比较。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
