来源表,来源行,子集,Tier,展品名称,原因码
B,1402,ext·wikidata,B,Duo（Julian Stanczak，1972-01-01）,NO_MATCH_FOUND
B,1403,ext·wikidata,B,Dr. Arthur Fairbanks（Julius David Katzieff，1940-01-01，油彩）,NO_MATCH_FOUND
B,1407,ext·wikidata,B,The Apple Gatherers（Karl James Anderson，1919-01-01，油彩）,NO_MATCH_FOUND
B,1412,ext·wikidata,B,Disorder（Karl Zerbe，1946-01-01）,NO_MATCH_FOUND
B,1414,ext·wikidata,B,"Earth Glow（岡田謙三,，1956-01-01，油彩）",NO_MATCH_FOUND
B,1416,ext·wikidata,B,Night Phenomena: Arizona Red（Lawrence Calcagno，1962-01-01，油彩）,NO_MATCH_FOUND
B,1419,ext·wikidata,B,Shoes（拉里·里弗斯，1961-01-01）,NO_MATCH_FOUND
B,1420,ext·wikidata,B,Birdie and Joseph（拉里·里弗斯，1955-01-01，油彩）,NO_MATCH_FOUND
B,1421,ext·wikidata,B,Bowl of Zinnias（Laura Coombs Hills，1921-01-01）,NO_MATCH_FOUND
B,1424,ext·wikidata,B,Two Yellow Triangles（Leon Polk Smith，1953-01-01，油彩）,NO_MATCH_FOUND
B,1425,ext·wikidata,B,The Hudson in Winter（Leon Dabo，1910-01-01，油彩）,NO_MATCH_FOUND
B,1426,ext·wikidata,B,Apples in a Tin Pail（Levi Wells Prentice，1892-01-01，油彩）,NO_MATCH_FOUND
B,1427,ext·wikidata,B,L'Edition de Luxe（Lilian Westcott Hale，1910-01-01，油彩）,NO_MATCH_FOUND
B,1430,ext·wikidata,B,Morning Cart（Loren MacIver，1960-01-01，油彩）,NO_MATCH_FOUND
B,1431,ext·wikidata,B,Preparing for the Dance（Louis Kronberg，1907-01-01）,NO_MATCH_FOUND
B,1432,ext·wikidata,B,The Startled Nymphs（Louis Eilshemius，1914-01-01）,NO_MATCH_FOUND
B,1440,ext·wikidata,B,Aids Count I（Luis Cruz Azaceta，1988-01-01）,NO_MATCH_FOUND
B,1443,ext·wikidata,B,Whippoorwills（Marguerite Zorach，1917-01-01，油彩）,NO_MATCH_FOUND
B,1447,ext·wikidata,B,Mother and Child（Marie Danforth Page，1933-01-01，油彩）,TITLE_TOO_GENERIC
B,1448,ext·wikidata,B,Backward C（马克·布拉德福德，2005-01-01）,NO_MATCH_FOUND
B,1471,ext·wikidata,B,My Mother (The Hour—Glass)（Q2693042，1900-01-01，油彩）,NO_MATCH_FOUND
B,1473,ext·wikidata,B,Ellen Mary in a White Coat（玛丽·卡萨特，1896-01-01，油彩）,NO_MATCH_FOUND
B,1474,ext·wikidata,B,Portrait of a Man（馬瑟．布朗，油彩）,TITLE_TOO_GENERIC
B,1477,ext·wikidata,B,Scrutiny（Maud Morgan，1954-01-01）,NO_MATCH_FOUND
B,1479,ext·wikidata,B,Eight Bathers（莫里斯·普伦德加斯特，1920-01-01，油彩）,NO_MATCH_FOUND
B,1484,ext·wikidata,B,Sunset（莫里斯·普伦德加斯特，1916-01-01，油彩）,TITLE_TOO_GENERIC
B,1485,ext·wikidata,B,The Duet（麥克思·韋伯，1956-01-01）,NO_MATCH_FOUND
B,1486,ext·wikidata,B,Afternoon Repast（麥克思·韋伯，1924-01-01）,NO_MATCH_FOUND
B,1487,ext·wikidata,B,New York (The Liberty Tower from the Singer Building)（麥克思·韋伯，1912-01-01，油彩）,NO_MATCH_FOUND
B,1488,ext·wikidata,B,Path in the Woods（麥克思·韋伯，1907-01-01，油彩）,NO_MATCH_FOUND
B,1489,ext·wikidata,B,Three Literary Gentlemen（麥克思·韋伯，1945-01-01，油彩）,NO_MATCH_FOUND
B,1491,ext·wikidata,B,Go Gentle（May Stevens，1983-01-01）,NO_MATCH_FOUND
B,1492,ext·wikidata,B,"Don Manuel Jose Rubio y Salinas, Archbishop of Mexico（Miguel Cabrera，1754-01-01，油彩）",NO_MATCH_FOUND
B,1495,ext·wikidata,B,Gaspé Peninsula（Milton Avery，1940-01-01）,NO_MATCH_FOUND
B,1496,ext·wikidata,B,Sand Dunes and Lavender Sea（Milton Avery，1961-01-01）,NO_MATCH_FOUND
B,1498,ext·wikidata,B,Welcome to Our Home（Miriam Schapiro，1983-01-01）,NO_MATCH_FOUND
B,1517,ext·wikidata,B,Napoleon's Army Crossing the Alps（Q22247307，1833-01-01，油彩）,NO_MATCH_FOUND
B,1518,ext·wikidata,B,Sarah Hall II（Nathaniel Smybert，1756-01-01，油彩）,NO_MATCH_FOUND
B,1519,ext·wikidata,B,Gould's Hill（尼爾·威利弗，1972-01-01，油彩）,NO_MATCH_FOUND
B,1520,ext·wikidata,B,Above the Excavation（Q20825697，1950-01-01，油彩）,NO_MATCH_FOUND
B,1521,ext·wikidata,B,Harlem Jazz Jamboree（诺曼·刘易斯，1943-01-01，油彩）,NO_MATCH_FOUND
B,1522,ext·wikidata,B,Untitled（诺曼·刘易斯，1962-01-01，油彩）,TITLE_TOO_GENERIC
B,1523,ext·wikidata,B,Moon—Night Mood（奥斯卡·弗洛里安斯·布鲁姆纳，1929-01-01，油彩）,NO_MATCH_FOUND
B,1524,ext·wikidata,B,The Lean Years of Paris (Self Portrait)（Palmer Hayden，1930-01-01）,NO_MATCH_FOUND
B,1525,ext·wikidata,B,Stone Blossom: A Conversation Piece（保羅·凱德馬斯）,NO_MATCH_FOUND
B,1526,ext·wikidata,B,Tai Chi Spectrum（Paul Jenkins，1973-01-01）,NO_MATCH_FOUND
B,1527,ext·wikidata,B,Life with Father（Paul Raphael Meltsner，1940-01-01，油彩）,NO_MATCH_FOUND
B,1529,ext·wikidata,B,Sessão Espirita (Seance)（Paulo Pedro Leal，1960-01-01）,NO_MATCH_FOUND
B,1530,ext·wikidata,B,Two Women at a Table（Pegeen Vail Guggenheim，1966-01-01）,NO_MATCH_FOUND
B,1531,ext·wikidata,B,Birth of the Object and the End of the Object（Peter Busa，1945-01-01，油彩）,NO_MATCH_FOUND
B,1532,ext·wikidata,B,Prepatory Sketch for Pickett's Charge at the Battle of Gettysburg（彼得·F·羅斯梅爾，1871-01-01，油彩）,NO_MATCH_FOUND
B,1533,ext·wikidata,B,Kirk（Peter Halley，1992-01-01）,NO_MATCH_FOUND
B,1534,ext·wikidata,B,Railroad Bridge Collapse（Philip Evergood，1940-01-01，油彩）,NO_MATCH_FOUND
B,1538,ext·wikidata,B,Composition with Seaweed（Philip Taaffe，2000-01-01）,NO_MATCH_FOUND
B,1539,ext·wikidata,B,The Factory（Preston Dickinson）,NO_MATCH_FOUND
B,1540,ext·wikidata,B,Love Dance（Purvis Young）,NO_MATCH_FOUND
B,1542,ext·wikidata,B,"Passing Through the Opposite of What It Approaches, Chapter 25 (Hamza's shelves)（Rebecca H",NO_MATCH_FOUND
B,1543,ext·wikidata,B,Moonlight Sonata（Ralph Albert Blakelock，1890-01-01，油彩）,NO_MATCH_FOUND
B,1544,ext·wikidata,B,"Rockaway Beach, Long Island, New York（Ralph Albert Blakelock，1870-01-01）",NO_MATCH_FOUND
B,1551,ext·wikidata,B,Portrait of Joseph Stella（Raphael Soyer，1940-01-01，油彩）,NO_MATCH_FOUND
B,1552,ext·wikidata,B,Furnished Room（Raphael Soyer，1935-01-01，油彩）,NO_MATCH_FOUND
B,1553,ext·wikidata,B,U.S. Marine（雷金納德·馬什，1934-01-01）,NO_MATCH_FOUND
B,1558,ext·wikidata,B,Blue Edged Light Red 584（理查德·阿努斯凯维奇，1980-01-01）,NO_MATCH_FOUND
B,1560,ext·wikidata,B,The Slaughterhouse（Q3431662，1940-01-01，油彩）,NO_MATCH_FOUND
B,1561,ext·wikidata,B,Untitled（Bob Thompson，1958-01-01）,TITLE_TOO_GENERIC
B,1562,ext·wikidata,B,Untitled (Paris)（Bob Thompson，1962-01-01，油彩）,NO_MATCH_FOUND
B,1565,ext·wikidata,B,Stephen Greene（罗伯特·亨利，1924-01-01，油彩）,NO_MATCH_FOUND
B,1566,ext·wikidata,B,Girl Seated by the Sea（罗伯特·亨利，1893-01-01，油彩）,NO_MATCH_FOUND
B,1570,ext·wikidata,B,Slate Grey Statement（Robert Goodnough，1972-01-01）,NO_MATCH_FOUND
B,1571,ext·wikidata,B,The Spartan（Robert Goodnough，1959-01-01，油彩）,NO_MATCH_FOUND
B,1572,ext·wikidata,B,Sharecropper and Blackberry Pickers（Q7345013，1941-01-01，油彩）,NO_MATCH_FOUND
B,1573,ext·wikidata,B,Little Red Riding Hood and the Wolf（Q7346973，1886-01-01）,NO_MATCH_FOUND
B,1574,ext·wikidata,B,Plane/Figure Series C (Double Panel)（罗伯特·曼戈尔德，1993-01-01）,NO_MATCH_FOUND
B,1575,ext·wikidata,B,Phoenix（Q22003160，1964-01-01，油彩）,NO_MATCH_FOUND
B,1576,ext·wikidata,B,Open in Ochre（罗伯特·马瑟韦尔）,NO_MATCH_FOUND
B,1577,ext·wikidata,B,"Lancaster, New Hampshire（罗伯特·S·邓肯森，1862-01-01，油彩）",NO_MATCH_FOUND
B,1578,ext·wikidata,B,Dog's Head of Scotland（罗伯特·S·邓肯森，1870-01-01，油彩）,NO_MATCH_FOUND
B,1579,ext·wikidata,B,Likeness of Himself（Robert Street，1823-01-01，油彩）,NO_MATCH_FOUND
B,1580,ext·wikidata,B,Bianca（Robert Walter Weir，1836-01-01，油彩）,NO_MATCH_FOUND
B,1583,ext·wikidata,B,Final Kiss（Robert Yarber，1985-01-01）,NO_MATCH_FOUND
B,1586,ext·wikidata,B,Blue Float（罗纳德·戴维斯，1968-01-01）,NO_MATCH_FOUND
B,1587,ext·wikidata,B,Untitled (Two Men Dancing)（Roy De Forest，1983-01-01）,NO_MATCH_FOUND
B,1588,ext·wikidata,B,Pintura 1(Painting 1)（Rubem Valentim，1964-01-01）,NO_MATCH_FOUND
B,1590,ext·wikidata,B,Artist in His Studio or El Pintor（Rufino Tamayo，1942-01-01，油彩）,NO_MATCH_FOUND
B,1591,ext·wikidata,B,Sparta（萨姆·吉列姆，1988-01-01）,NO_MATCH_FOUND
B,1592,ext·wikidata,B,Balance（萨姆·吉列姆，1970-01-01）,NO_MATCH_FOUND
B,1599,ext·wikidata,B,An October Afternoon（桑福德·羅賓遜·吉福德，1871-01-01，油彩）,NO_MATCH_FOUND
B,1600,ext·wikidata,B,Untitled（肖恩·斯库利，1974-01-01）,TITLE_TOO_GENERIC
B,1601,ext·wikidata,B,Wall of Light Pink（肖恩·斯库利，1998-01-01，油彩）,NO_MATCH_FOUND
B,1602,ext·wikidata,B,Sioux Indians Breaking Up Camp（Seth Eastman，1848-01-01，油彩）,NO_MATCH_FOUND
B,1603,ext·wikidata,B,Still Life-Flowers in a Basket（Severin Roesen，1850-01-01，油彩）,NO_MATCH_FOUND
B,1604,ext·wikidata,B,Surprised in a Glade (after Oudry)（Shelley Reed，2005-01-01，油彩）,NO_MATCH_FOUND
B,1605,ext·wikidata,B,Untitled (Ignatz: 3)（雪莉·勒文，1988-01-01）,NO_MATCH_FOUND
B,1607,ext·wikidata,B,Wall Drawing #316（索爾·勒維特）,NO_MATCH_FOUND
B,1608,ext·wikidata,B,Guernica to Wounded Knee（Stan Natchez）,NO_MATCH_FOUND
B,1609,ext·wikidata,B,Bannersofnoonfragrance（Stanley Boxer，1974-01-01）,NO_MATCH_FOUND
B,1610,ext·wikidata,B,Pleasure Dome #16（Stephen Greene，1994-01-01）,NO_MATCH_FOUND
B,1611,ext·wikidata,B,Night Guardian（Stephen Greene，1999-01-01）,NO_MATCH_FOUND
B,1612,ext·wikidata,B,"The Oxbow: After Church, After Cole, Flooded (Flooded River for Fran)（Stephen Hannock）",NO_MATCH_FOUND
B,1613,ext·wikidata,B,Deer Island（Stephen Pace，1975-01-01，油彩）,NO_MATCH_FOUND
B,1620,ext·wikidata,B,The Lincoln Children（Susan Waters，1845-01-01，油彩）,NO_MATCH_FOUND
B,1621,ext·wikidata,B,The Chase（苏珊·罗滕伯格，1999-01-01，油彩）,NO_MATCH_FOUND
B,1622,ext·wikidata,B,Composition in four colors 2（Suzan Frecon，2010-01-01）,NO_MATCH_FOUND
B,1623,ext·wikidata,B,Half Window（Sylvia Plimack Mangold，1972-01-01）,NO_MATCH_FOUND
B,1624,ext·wikidata,B,Vermillion Glow（Sylvia Plimack Mangold，1982-01-01）,NO_MATCH_FOUND
B,1625,ext·wikidata,B,The Raft（Theodoros Stamos，1949-01-01）,NO_MATCH_FOUND
B,1632,ext·wikidata,B,Sheridan's Ride（Thomas Buchanan Read，1871-01-01，油彩）,NO_MATCH_FOUND
B,1655,ext·wikidata,B,New England Editor（托馬斯·哈特·本頓，1946-01-01）,NO_MATCH_FOUND
B,1659,ext·wikidata,B,The Rosebud（Thomas Sully，1839-01-01，油彩）,NO_MATCH_FOUND
B,1660,ext·wikidata,B,Victor René Value and His Daughter Charlotte（Thomas Sully，1828-01-01，油彩）,NO_MATCH_FOUND
B,1665,ext·wikidata,B,View of West Point on the Hudson（沃辛顿·惠特里奇，1861-01-01，油彩）,NO_MATCH_FOUND
B,1666,ext·wikidata,B,"Long's Peak, Colorado（沃辛顿·惠特里奇，1870-01-01，油彩）",NO_MATCH_FOUND
B,1667,ext·wikidata,B,Outskirts of the Forest（沃辛顿·惠特里奇，1855-01-01，油彩）,NO_MATCH_FOUND
B,1668,ext·wikidata,B,Old Homestead by the Sea（沃辛顿·惠特里奇，1883-01-01，油彩）,NO_MATCH_FOUND
B,1671,ext·wikidata,B,Liberty as the Goddess of Youth（http://www.wikidata.org/.well-known/genid/7e783f25dae05b54,NO_MATCH_FOUND
B,1672,ext·wikidata,B,John Tyng Tyler（http://www.wikidata.org/.well-known/genid/0e48627b7d629a67e98354fb855c37f0,NO_MATCH_FOUND
B,1673,ext·wikidata,B,Lady in a Blue Dress（http://www.wikidata.org/.well-known/genid/10c78a2c3bca29e84a49c5870fc,NO_MATCH_FOUND
B,1675,ext·wikidata,B,View of West Point from above Washington Valley（http://www.wikidata.org/.well-known/genid/,NO_MATCH_FOUND
B,1678,ext·wikidata,B,"""British America"" of Winsor N.S. Passing Flushing 1875（http://www.wikidata.org/.well-known",NO_MATCH_FOUND
B,1680,ext·wikidata,B,Running Before the Storm（http://www.wikidata.org/.well-known/genid/a85e1bde16d8f6749550fc9,NO_MATCH_FOUND
B,1682,ext·wikidata,B,"Camp Butler, Maryland（http://www.wikidata.org/.well-known/genid/fec69aaee3cb2a5ec9b31ca4cf",NO_MATCH_FOUND
B,1684,ext·wikidata,B,Girl with a Gray Cat（http://www.wikidata.org/.well-known/genid/81463c7ba29a4c698de05cb97ee,NO_MATCH_FOUND
B,1685,ext·wikidata,B,"Judd House, Southold, Long Island（http://www.wikidata.org/.well-known/genid/677d616e0956a6",NO_MATCH_FOUND
B,1687,ext·wikidata,B,Watermelon（http://www.wikidata.org/.well-known/genid/ae54d4db772b84bab005d44d66b6e076，1855,NO_MATCH_FOUND
B,1688,ext·wikidata,B,"Haydee, Robert and Lillian Long（http://www.wikidata.org/.well-known/genid/9387f38a4939ff23",NO_MATCH_FOUND
B,1689,ext·wikidata,B,Four Wine Tasters in a Cellar（http://www.wikidata.org/.well-known/genid/3708a6af3dc6af30c1,NO_MATCH_FOUND
B,1691,ext·wikidata,B,"View of the Iron Works, Canton, Massachusetts（http://www.wikidata.org/.well-known/genid/5e",NO_MATCH_FOUND
B,1692,ext·wikidata,B,Boston and Lowell Railway（http://www.wikidata.org/.well-known/genid/7338e5396a4f592a04be2d,NO_MATCH_FOUND
B,1694,ext·wikidata,B,The Till（瓦尔特·达秘·班纳德，1966-01-01，油彩）,NO_MATCH_FOUND
B,1695,ext·wikidata,B,Lock（Walter Tandy Murch，1948-01-01，油彩）,NO_MATCH_FOUND
B,1696,ext·wikidata,B,Museum Epiphany III（Warren Prosperi，油彩）,NO_MATCH_FOUND
B,1697,ext·wikidata,B,Sunset with Evening Star（Q21810680，1880-01-01，油彩）,NO_MATCH_FOUND
B,1708,ext·wikidata,B,Face Painting（Wayne Gonzales，1995-01-01）,NO_MATCH_FOUND
B,1709,ext·wikidata,B,Missouri Landscape（偉恩·第伯，1968-01-01）,NO_MATCH_FOUND
B,1710,ext·wikidata,B,Angel of Blind Justice Painting（Wendell Castle）,NO_MATCH_FOUND
B,1711,ext·wikidata,B,Untitled（林飞龙，1943-01-01）,TITLE_TOO_GENERIC
B,1712,ext·wikidata,B,Movement within Orange（Will Barnet，1954-01-01，油彩）,NO_MATCH_FOUND
B,1713,ext·wikidata,B,Self Portrait（Will Barnet，1967-01-01，油彩）,TITLE_TOO_GENERIC
B,1716,ext·wikidata,B,Dollarfish and Sheepshead（William Aiken Walker，1860-01-01，油彩）,NO_MATCH_FOUND
B,1717,ext·wikidata,B,Counterpoint（William H. Bailey，1959-01-01）,NO_MATCH_FOUND
B,1718,ext·wikidata,B,Mrs. David P. Kimball (Clara Bertram)（William Closson，1890-01-01）,NO_MATCH_FOUND
B,1719,ext·wikidata,B,View of the John Hancock House（William Edward Norton，1867-01-01）,NO_MATCH_FOUND
B,1722,ext·wikidata,B,Peco Food Bar No.2（William L. Hawkins，1985-01-01）,NO_MATCH_FOUND
B,1723,ext·wikidata,B,"Flying Kites, Montmartre（威廉·格拉肯斯，1906-01-01，油彩）",NO_MATCH_FOUND
B,1726,ext·wikidata,B,California Landscape（威廉·基思，油彩）,NO_MATCH_FOUND
B,1727,ext·wikidata,B,"Sand Dunes of Essex, Massachusetts（William Lamb Picknell，1884-01-01，油彩）",NO_MATCH_FOUND
B,1728,ext·wikidata,B,Morning on the Loing at Moret（William Lamb Picknell，1895-01-01，油彩）,NO_MATCH_FOUND
B,1729,ext·wikidata,B,Three Sisters of the Copeland Family（Q8015236，1854-01-01，油彩）,NO_MATCH_FOUND
B,1730,ext·wikidata,B,Mother and Daughter（Q8015236，1851-01-01，油彩）,NO_MATCH_FOUND
B,1731,ext·wikidata,B,George Washington（Q8015236，1865-01-01）,TITLE_TOO_GENERIC
B,1733,ext·wikidata,B,Phryne（威廉·麥葛雷格·帕克斯頓，1923-01-01，油彩）,NO_MATCH_FOUND
B,1736,ext·wikidata,B,The New Necklace（威廉·麥葛雷格·帕克斯頓，1910-01-01，油彩）,NO_MATCH_FOUND
B,1738,ext·wikidata,B,Gray Day on the Lagoon（威廉·梅里特·蔡斯，1913-01-01）,NO_MATCH_FOUND
B,1741,ext·wikidata,B,Old Models（William Harnett，1892-01-01，油彩）,NO_MATCH_FOUND
B,1742,ext·wikidata,B,Still Life with Violin（William Harnett，1885-01-01）,NO_MATCH_FOUND
B,1743,ext·wikidata,B,A Lunch（William Harnett，1876-01-01，油彩）,NO_MATCH_FOUND
B,1744,ext·wikidata,B,Old Model of Munich（William Harnett，1882-01-01，油彩）,NO_MATCH_FOUND
B,1788,ext·wikidata,B,William Lloyd Garrison（William Page，1845-01-01，油彩）,NO_MATCH_FOUND
B,1789,ext·wikidata,B,Harriet Hosmer（William Page，1855-01-01，油彩）,NO_MATCH_FOUND
B,1791,ext·wikidata,B,The Critics（William Sergeant Kendall，1910-01-01，油彩）,NO_MATCH_FOUND
B,1796,ext·wikidata,B,Sunset on the Meadow（威廉·特羅斯特·理查茲，1861-01-01，油彩）,NO_MATCH_FOUND
B,1797,ext·wikidata,B,At the Shore（Q8023886，1860-01-01，油彩）,NO_MATCH_FOUND
B,1799,ext·wikidata,B,The Alps（Q8023886，1847-01-01）,NO_MATCH_FOUND
B,1801,ext·wikidata,B,By the Sea（Q8023886，1865-01-01，油彩）,NO_MATCH_FOUND
B,1803,ext·wikidata,B,Presidential Range in Early Autumn（Q8023886，1855-01-01）,NO_MATCH_FOUND
B,1812,ext·wikidata,B,Flowers（Yasuo Kuniyoshi，1932-01-01，油彩）,TITLE_TOO_GENERIC
B,1817,ext·wikidata,B,"Mrs. Dorcas Colson or Mrs. Mary Harford. (Miss Coffin of Portland, Me.)（http://www.wikidat",NO_MATCH_FOUND
B,1818,ext·wikidata,B,White Buffalo-we the people（http://www.wikidata.org/.well-known/genid/01de9404dd056b488755,NO_MATCH_FOUND
B,1819,ext·wikidata,B,Cochiti Redskins（http://www.wikidata.org/.well-known/genid/1122ef629271e20522440bf11113ba9,NO_MATCH_FOUND
B,1820,ext·wikidata,B,Abelam bark painting（http://www.wikidata.org/.well-known/genid/a84423fa76f4933a7c3e43ca24e,NO_MATCH_FOUND
B,1821,ext·wikidata,B,Kimono on a Stand and Woman（http://www.wikidata.org/.well-known/genid/0a940a087dac47914304,NO_MATCH_FOUND
B,1822,ext·wikidata,B,Over Madison（Ben Aronson，2005-01-01）,NO_MATCH_FOUND
B,1823,ext·wikidata,B,Landscape（王己千）,TITLE_TOO_GENERIC
B,1824,ext·wikidata,B,Skulldiver III (Flightmask)（Cecily Brown，2006-01-01）,NO_MATCH_FOUND
B,1825,ext·wikidata,B,Views from Diancang Mountain（程十髮）,NO_MATCH_FOUND
B,1836,ext·wikidata,B,The Confession of Stepin Fetchit（David McGee，1995-01-01，油彩）,NO_MATCH_FOUND
B,1837,ext·wikidata,B,Greasy Grass Premonition #2（David Bradley，1995-01-01）,NO_MATCH_FOUND
B,1841,ext·wikidata,B,Elmslight（弗里德尔·祖巴斯，1971-01-01）,NO_MATCH_FOUND
B,1843,ext·wikidata,B,Sun Spoke（弗里德尔·祖巴斯，1967-01-01）,NO_MATCH_FOUND
B,1844,ext·wikidata,B,Hermitage（高行健）,NO_MATCH_FOUND
B,1847,ext·wikidata,B,B/W rocks with characters（谷文达）,NO_MATCH_FOUND
B,1848,ext·wikidata,B,Spring festival on the river No. 7（洪浩）,NO_MATCH_FOUND
B,1864,ext·wikidata,B,Riverscape with fisherman（Jia Youfu）,NO_MATCH_FOUND
B,1866,ext·wikidata,B,Happy Buddha（Kang Ik-Joong）,NO_MATCH_FOUND
B,1867,ext·wikidata,B,After a long journey（高奇峰）,NO_MATCH_FOUND
B,1868,ext·wikidata,B,Reminiscence to Antiquity I-VII（Li Jin）,NO_MATCH_FOUND
B,1869,ext·wikidata,B,Untitled with Fallen Chairs（Liliana Porter，2009-01-01）,NO_MATCH_FOUND
B,1877,ext·wikidata,B,Landscape after Rain（村上華岳）,NO_MATCH_FOUND
B,1878,ext·wikidata,B,Untitled（Nabil Nahas，2010-01-01）,TITLE_TOO_GENERIC
B,1879,ext·wikidata,B,Bodhidharma（中村不折）,NO_MATCH_FOUND
B,1885,ext·wikidata,B,Year of the Star Horse（阮思嚴）,NO_MATCH_FOUND
B,1886,ext·wikidata,B,Morning image (Chen Ying)（潘公凯 (画家)）,NO_MATCH_FOUND
B,1899,ext·wikidata,B,Landscape of the Fuchun River（钱瘦铁）,NO_MATCH_FOUND
B,1900,ext·wikidata,B,Civilization Landscape Series (Album 005)（秦風）,NO_MATCH_FOUND
B,1903,ext·wikidata,B,"Cracks and Life, (no. 2)（仇德樹）",NO_MATCH_FOUND
B,1904,ext·wikidata,B,Visit to the Eight Great Sites（Qiu Ting）,NO_MATCH_FOUND
B,1905,ext·wikidata,B,String Game - 2 (Kayaker)（Rick Rivet，2001-01-01）,NO_MATCH_FOUND
B,1906,ext·wikidata,B,New Jerusalem Choir（Gertrude Morgan，1972-01-01）,NO_MATCH_FOUND
B,1907,ext·wikidata,B,Bird's eye view of Jialing River（Song Wenzhi）,NO_MATCH_FOUND
B,1908,ext·wikidata,B,Waterdrops（Kim Tschang Yeul，1982-01-01，油彩）,NO_MATCH_FOUND
B,1913,ext·wikidata,B,Ebisu（Yoshikawa Shôkoku）,NO_MATCH_FOUND
B,1914,ext·wikidata,B,Magnolias and butterflies（于非闇）,NO_MATCH_FOUND
B,1915,ext·wikidata,B,Sino Japanese Poem（Zengi）,NO_MATCH_FOUND
B,1916,ext·wikidata,B,Egrets at lotus pond（张坤仪）,NO_MATCH_FOUND
B,1924,ext·wikidata,B,Listening to brooks under autumn shade（http://www.wikidata.org/.well-known/genid/61f4e6a3b,NO_MATCH_FOUND
B,1925,ext·wikidata,B,"Banana tree, loquats and birds（http://www.wikidata.org/.well-known/genid/977887c974b22b91f",NO_MATCH_FOUND
B,1926,ext·wikidata,B,Yamanataka And Deities（http://www.wikidata.org/.well-known/genid/0d01ce67b4eb73a7e1a96773f,NO_MATCH_FOUND
B,1927,ext·wikidata,B,Shakyamuni And Deities（http://www.wikidata.org/.well-known/genid/71df13a15e80a9ec06453b757,NO_MATCH_FOUND
