seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
139,Marquesan small ancestor carving,马克萨斯小型祖先木雕,Oceanic Art Gallery,Carved Wood,object,大洋洲雕刻木器,5,7,6,6,6,7,0,7,8,7.5,7.400,6.490,B,B,,Core 6.490 落在 5.5–7.19,medium,马克萨斯祖先木雕具有明确的宗教与身份象征，风格质量良好，但小型尺度限制了现场冲击。,组内代表性很高，马克萨斯祖先像提供明确的仪式性人物雕刻类型，虽尺寸较小仍具较强独特性。,
140,Fijian carved wooden bowl,斐济雕花仪式木碗,Oceanic Art Gallery,Carved Wood,object,大洋洲雕刻木器,5,7,6,6,6,7,0,7.5,7,7.5,7.350,6.485,B,B,,Core 6.485 落在 5.5–7.19,medium,斐济卡瓦仪式木碗连接礼仪、权力等级与饮用传统，雕刻质量良好但仅属次级首领等级。,组内代表性最高之一，斐济卡瓦仪式木碗兼具较高工艺与礼仪功能，明显高于普通日用容器。,
141,Tongan woven basket,汤加编织储物篮,Oceanic Art Gallery,Plant‑Fiber Textile,object,大洋洲植物纤维编织物,2,5,5,5,5,6,0,6,5,7,5.900,5.240,B,C,变,Core 5.240 < 5.5,medium,汤加植物纤维篮兼有实用与仪式用途，能说明编织传统，但整体仍是可替代的常规器物。,组内次位：汤加篮虽有实用及仪式语境并补充波利尼西亚叙事，但相较夏威夷席的历史独特性与代表性较弱。,
142,New Hebrides spirit mask fragment,新赫布里底神灵面具残件,Oceanic Art Gallery,Painted Wood Fragment,object,大洋洲仪式面具,1,6,5,4,5,6,0,6.5,8,8,7.250,5.425,B,C,变,Core 5.425 < 5.5,medium,新赫布里底彩绘面具残件保留了美拉尼西亚仪式艺术线索，但残缺状态降低了完整性和展示冲击。,组内唯一对象，作为新赫布里底仪式面具残件具备本馆大洋洲叙事中的独特补位价值；但因仅存彩绘木残件，典范性与完整展示力略受限制。,
143,Rapa Nui carved wooden statuette,复活节岛小木雕像,Oceanic Art Gallery,Carved Wood,object,大洋洲雕刻木器,5,6,5,5,6,6,0,6.5,6,8,6.650,5.665,B,B,,Core 5.665 落在 5.5–7.19,medium,复活节岛木雕借用 moai 形象，具有鲜明地域识别度和游客吸引力，但体量小且属接触后作品。,组内独特性较强，拉帕努伊木像补入复活节岛文化这一稀有叙事环节，但因后接触期且体量小，品质与典范性略逊。,
144,"Scrimshaw whale tooth, sailing‑ship motif",捕鲸骨雕帆船主题鲸牙,Maritime Gallery,Engraved Whale Tooth,object,新英格兰海事鲸骨雕,1,6,7,6,7,7,0,7,9,8,7.800,6.730,B,B,,Core 6.730 落在 5.5–7.19,medium,捕鲸者雕刻的帆船主题鲸牙直接连接塞勒姆海事与捕鲸历史，民间工艺和叙事吸引力较强。,本组唯一的经典捕鲸者刻制鲸牙，帆船主题最能代表新英格兰海事民俗传统，因无组内重复对象而取高D。,
145,Scrimshaw walrus tusk small piece,小型海象牙骨雕,Maritime Gallery,Engraved Walrus Ivory,object,海事鲸捕与海象牙刻制品,1,5,6,4,5,6,0,6,8,8,7.000,5.450,B,C,变,Core 5.450 < 5.5,medium,小型海象牙刻是鲸捕航海文化的常见纪念性器物，能补充PEM海事叙事但艺术与现场冲击有限。,组内唯一的海象牙刻制品，虽为小型捕鲸航海纪念品，仍是海事贸易与捕鲸叙事中不可替代的代表。,
146,Whalebone bus‑k corset stay,鲸鱼骨束腰撑片,Maritime Gallery,Whalebone,object,海事鲸捕与鲸骨日用器物,1,4,5,3,4,5,0,5,7,6,5.800,4.430,B,C,变,Core 4.430 < 5.5,medium,鲸骨束腰撑片具体呈现鲸业原材料进入日常消费的过程，但属于普通日用例证，视觉与独特性较弱。,组内唯一对象，以鲸骨束腰撑片具体呈现捕鲸业原料进入日常用品的路径，代表性中等而馆内海事叙事补位价值较高。,
147,Brass ship compass working example,黄铜船用罗盘实物,Maritime Gallery,Brass‑Glass Scientific Instrument,object,海事航海仪器,1,6,7,5,6,7,0,7,8,8,7.500,6.400,B,B,,Core 6.400 落在 5.5–7.19,medium,19世纪商船罗盘直接连接塞勒姆远洋贸易与航海技术，是海事展厅中兼具功能性和解释力的代表性器物。,组内唯一对象，作为功能性19世纪商船罗盘具有较强类别代表性，并补足PEM海事贸易与航海技术叙事。,
148,Lead ship’s sounding weight,铅制测水深铅锤,Maritime Gallery,Lead Metal Object,object,海事航海测量工具,1,5,7,3,4,6,0,7,8,8.5,7.600,5.460,B,C,变,Core 5.460 < 5.5,medium,曾用于塞勒姆双桅船的测深铅锤具有明确地方航海关联，能说明船上作业但形制朴素、观赏性有限。,组内唯一对象，作为塞勒姆远洋贸易背景下的实用航海测深器具，代表性与叙事补位价值均较高。,
149,Ship‑carpenter’s folding rule,船木匠折叠木尺,Maritime Gallery,Wood‑Brass Tool,object,海事船木工工具,1,4,5,3,4,5,0,6,8,7,6.800,4.530,C,C,,Core 4.530 < 5.5,medium,船木匠折叠尺说明船舶维修与建造的劳动环节，但属于可替代的常规工具。,组内唯一对象，虽属常见船木匠测量工具，但直接代表海事木工技艺并补足远洋贸易背后的造船与维修环节。,
150,Water‑colour ship portrait of minor Salem brig,塞勒姆普通双桅船水彩肖像,Maritime Gallery,Watercolor on Paper,object,塞勒姆海事船舶肖像画,2,6,6,5,5,6,0,5.5,3,5.5,4.750,5.575,B,B,,Core 5.575 落在 5.5–7.19,medium,普通塞勒姆商船的纪实水彩保留了地方贸易与船舶史信息，但船只知名度和艺术表现均较有限。,组内代表性次位：普通且知名度较低的塞勒姆双桅船水彩主要提供一般性补充，和首位对象存在较高题材重复。,
151,Model of small coastal schooner,沿海小纵帆船船模,Maritime Gallery,Wood Ship‑Model,object,海事帆船模型,1,5,6,6,6,6,0,6,8,8,7.000,5.900,B,B,,Core 5.900 落在 5.5–7.19,medium,沿海贸易帆船模型能直观解释日常商业航运的船型与尺度，现场可读性高于其本身的稀有性。,组内唯一对象，作为沿海贸易帆船的代表性船模具有较高补位价值，但其日常工作船属性使品质与典范程度并非顶尖。,
152,19th‑century whale‑oil lantern,19世纪鲸油手提灯,Maritime Gallery,Metal‑Glass Household Object,object,海事照明与船上生活器物,1,5,6,5,5,6,0,6,8,8,7.000,5.600,B,B,,Core 5.600 落在 5.5–7.19,medium,鲸油手提灯连接捕鲸经济、船上夜间作业与日常生活，是有实用叙事价值的常规海事器物。,组内唯一对象，虽为常见船用鲸油灯，但作为海事画廊中体现远洋航行夜间生活与船上技术的一环，代表性和补位价值较高。,
153,Salem customs‑house manuscript fragment,塞勒姆海关手稿残页,Phillips Library Display Case,Manuscript Paper,object,塞勒姆海事手稿,2,6,7,2,4,8,0,6,5,8,6.100,5.660,B,B,,Core 5.660 落在 5.5–7.19,medium,塞勒姆海关进口货物记录残页属于直接的一手贸易文献，虽残缺且难以直观展示，却能有力解释港口制度与全球贸易。,组内次位：海关进口货物记录直接体现塞勒姆远洋贸易，但属于较常规的机构性运输文书，独特性低于船长私人日志。,
154,Ship captain’s personal journal fragment,船长私人航海日志残页,Phillips Library Display Case,Manuscript Paper,object,塞勒姆海事手稿,2,6,6,2,5,7,0,7,8,8,7.500,5.550,B,B,,Core 5.550 落在 5.5–7.19,medium,船长航海日志残页提供个人视角下的塞勒姆航海经验，教育与叙事价值较强但物理观赏性很低。,组内代表性最高：船长私人航海日志兼具个人航海叙事与塞勒姆海事身份，非重复性明显高于海关运输记录。,
155,Felix Beato landscape photograph,费利斯·比托风景原版照片,Photography Gallery,Albumen Photograph,object,19世纪东亚纪实摄影,2,7,6,6,6,6,0,7,5,7,6.400,6.240,B,B,,Core 6.240 落在 5.5–7.19,medium,费利斯·比托是早期亚洲摄影的重要人物，原版蛋白照片具有历史媒介价值，但该风景地点较次要。,组内居次：比托风景照片技艺与历史价值尚可，但地点较冷门、题材较常见，独特性和叙事补位弱于汤姆逊街景。,
156,John Thomson street‑scene photograph,约翰·汤姆森街景原版照片,Photography Gallery,Albumen Photograph,object,19世纪东亚纪实摄影,2,7,6,5,6,7,0,8,7,8,7.700,6.370,B,B,,Core 6.370 落在 5.5–7.19,medium,约翰·汤姆森的中国摄影具有重要文献与视觉史意义，即使是系列中的普通街景仍能解释19世纪东亚社会。,组内代表性最高：汤姆逊是中国纪实摄影的重要摄影家，其街景虽属系列中的次要作品，仍具较强东亚社会记录与叙事补位价值。,
157,19th‑century travel album page,19世纪旅行相册单页,Photography Gallery,Albumen Photograph,object,美国旅行纪念蛋白照片,1,4.5,3.0,3.0,3.0,4.5,0,5.5,8.5,6.5,6.600,3.885,B,C,变,Core 3.885 < 5.5,low,普通旅行者拼组的19世纪纪念性蛋白照片单页，能反映地方旅游与摄影史，但缺少独特图像或重要 provenance。,组内唯一的美国旅行纪念蛋白照片，虽为混合纪念性单页、典范性有限，但在本组中无重复对象，且能补充塞勒姆远洋旅行与早期摄影叙事。,
158,Persian Safavid small ceramic bowl,萨法维波斯陶小碗,Islamic‑Asian Gallery,Glazed Pottery,object,伊斯兰釉陶小型器物,1,5.5,4.0,4.5,4.0,5.0,0,5.5,8,5.5,6.250,4.750,C,C,,Core 4.750 < 5.5,medium,萨法维时期陶器具有明确历史语境，但造型与几何装饰简单，且为小型常见器物。,组内唯一的萨法维波斯釉陶代表，虽装饰朴素、典范性中等，但承担伊斯兰陶艺叙事中不可替代的波斯环节。,
159,Persian Qajar painted tile fragment,卡扎尔波斯彩绘瓷砖残件,Islamic‑Asian Gallery,Glazed Ceramic Tile,object,伊斯兰建筑釉陶砖残件,2,5.0,4.0,4.0,4.0,5.0,0,5.5,5.5,5.0,5.400,4.490,C,C,,Core 4.490 < 5.5,medium,卡扎尔建筑彩绘砖可说明伊斯兰建筑装饰传统，但仅为图像残片且缺少具体建筑或艺术家信息。,组内相对第二：卡扎尔时期具象彩绘砖有地域与时代辨识度，但与另一件伊斯兰釉陶砖残件在建筑装饰属性上重复，代表性和补位性略低。,
160,Mamluk brass inlaid small tray,马穆鲁克嵌饰黄铜小托盘,Islamic‑Asian Gallery,Brass Metalwork,object,伊斯兰嵌饰黄铜器,1,6.0,4.0,5.0,5.0,5.5,0,6.5,8.5,7.0,7.200,5.245,B,C,变,Core 5.245 < 5.5,medium,马穆鲁克嵌饰黄铜工艺具有较高区域艺术史价值，但小型家用托盘的独特性和现场冲击有限。,组内唯一的伊斯兰嵌饰黄铜器，虽为体量较小且较常见的家用托盘，仍承担本馆伊斯兰金工叙事中不可替代的代表位置。,
161,Ottoman calligraphic tile fragment,奥斯曼书法瓷砖残件,Islamic‑Asian Gallery,Glazed Ceramic Tile,object,伊斯兰建筑釉陶砖残件,2,5.5,4.0,4.5,4.5,5.5,0,6.0,7.0,6.0,6.300,4.905,C,C,,Core 4.905 < 5.5,medium,奥斯曼书法瓷砖能连接宗教书写、建筑装饰与伊斯兰视觉文化，但残件尺度小且信息有限。,组内第一：奥斯曼书法釉砖以阿拉伯书法装饰形成更鲜明的伊斯兰艺术识别度，相较具象卡扎尔砖重复性更低，叙事补位价值更高。,
162,Ottoman embroidered towel fragment,奥斯曼刺绣织物残片,Islamic‑Asian Gallery,Embroidery Textile,object,奥斯曼刺绣家用织物,1,5.0,4.0,4.0,4.0,5.0,0,5.5,7,5.5,5.950,4.545,C,C,,Core 4.545 < 5.5,medium,奥斯曼刺绣织物可体现家居生活与装饰传统，但普通花卉纹样残片的艺术和展示吸引力较弱。,组内唯一对象，因此D取偏高值；但其为装饰性家用刺绣残片，品质与典范性中等，对本馆海事及亚洲外销叙事的补位价值有限。,
163,Greek black‑figure kylix cup fragment,古希腊黑绘浅酒杯残件,Ancient Mediterranean,Terracotta,object,古希腊彩绘陶器残片,2,6.0,3.0,4.0,4.5,6.0,0,6.2,4.8,2.5,5.040,4.629,C,C,,Core 4.629 < 5.5,medium,黑绘浅酒杯上的神话场景具有古希腊叙事和陶绘史价值，但器物残缺且无法确认画工或完整构图。,组内相对而言，黑绘浅酒杯残件虽有神话场景，但器形与残缺状态使其代表性低于红绘双耳罐颈部残件。,
164,Greek red‑figure amphora neck fragment,古希腊红绘双耳罐颈部残件,Ancient Mediterranean,Terracotta,object,古希腊彩绘陶器残片,2,6.0,3.0,4.0,4.5,6.0,0,6.8,6.6,2.8,5.940,4.719,C,C,,Core 4.719 < 5.5,medium,阿提卡红绘陶器颈部残片可说明古希腊绘画技术与器物用途，但仅存局部，视觉完整性有限。,组内代表性最高，红绘双耳罐颈部残件更能体现典型的阿提卡彩绘陶器传统，并与黑绘杯残件形成风格递进。,
165,Roman marble portrait bust fragment,罗马大理石胸像残件,Ancient Mediterranean,Marble Sculpture,object,古罗马大理石肖像雕塑残件,1,5.5,3.0,4.5,4.0,5.5,0,5.5,7,3.5,5.550,4.505,C,C,,Core 4.505 < 5.5,medium,罗马肖像雕塑涉及身份再现与帝国社会文化，但胸像破损严重且缺少人物身份信息。,组内唯一对象，虽为罗马大理石肖像残件而具类别代表性，但残缺且缺乏突出的个体识别信息；对PEM海事及亚洲、大洋洲叙事的补位价值有限。,
166,Roman glass perfume bottle,罗马玻璃香水瓶,Ancient Mediterranean,Glass Vessel,object,古罗马玻璃容器,1,6.0,3.0,5.0,5.0,6.0,0,6.5,8,6.5,6.950,5.045,C,C,,Core 5.045 < 5.5,medium,吹制玻璃香水瓶能具体说明罗马日常生活、墓葬习俗与玻璃技术，且器形虽小仍有一定观赏性。,组内唯一对象，因此在古罗马玻璃容器中代表性最高；其小型吹制香水瓶虽属典型葬仪器物，但仍能补足PEM古代地中海叙事中的玻璃工艺环节。,
167,Egyptian faience amulet figurine,埃及费昂斯护身符小造像,Ancient Mediterranean,Faience,object,古埃及费昂斯护身符,1,6.0,3.0,4.5,5.0,6.5,0,6.5,8.5,5.0,6.800,5.030,C,C,,Core 5.030 < 5.5,medium,费昂斯护身符直接关联古埃及的葬仪、护佑信仰与材料技术，但小型常见造像的个体独特性有限。,组内唯一对象，作为埃及费昂斯护身符小造像具有最高的类别代表性与非重复性；但在PEM以海事、亚洲外销艺术及东亚收藏为核心的叙事中，补位价值属中等。,
168,Etruscan bronze fibula safety‑pin brooch,伊特鲁里亚青铜别针胸针,Ancient Mediterranean,Bronze Metalwork,object,伊特鲁里亚青铜服饰金工,1,6.0,3.0,4.5,4.5,6.0,0,6.0,8.0,4.0,6.200,4.820,C,C,,Core 4.820 < 5.5,medium,伊特鲁里亚青铜别针可说明服饰制度、金属工艺及该文明的区域特色，但属于小型实用装饰品。,组内唯一的伊特鲁里亚青铜服饰金工，因本馆此类对象无同类重复而获较高D，但品质与叙事补位价值属中等。,
169,"Italian maiolica plate, 16th‑century",16世纪意大利马约里卡陶盘,European Decorative Arts,Ceramic,object,欧洲陶瓷餐具与装饰陶瓷,2,6,3,6,5,5,0,7,7,3,6.200,4.970,C,C,,Core 4.970 < 5.5,medium,16世纪意大利马约里卡具有明确工艺史价值，但属于作坊制作的普通餐盘，且欧洲装饰艺术不是本馆最不可替代的核心。,组内代表性第一：16世纪意大利马约里卡彩绘陶盘兼具年代与典范性，相较代尔夫特瓷砖组更具独立艺术与历史辨识度。,
170,Renaissance bronze small plaquette religious theme,文艺复兴宗教主题青铜小浮雕牌,European Decorative Arts,Bronze,object,欧洲文艺复兴宗教青铜小品,1,6,3,5,4,6,0,5.5,7,3.5,5.550,4.755,C,C,,Core 4.755 < 5.5,medium,文艺复兴宗教小浮雕可说明私人信仰与家庭祭坛传统，但体量小、题材常见且明确为次要 devotional 作品。,组内唯一对象，虽为文艺复兴私人祭坛用的小型宗教青铜浮雕、典范性有限，但在本组中无重复者，具一定独特性；对PEM欧洲装饰艺术叙事有补位价值但非核心。,
171,Baroque pewter drinking mug,巴洛克白镴饮酒杯,European Decorative Arts,Pewter Metalwork,object,欧洲锡镴日用器皿,1,4,2,3,3,4,0,5,8,2,5.300,3.330,C,C,,Core 3.330 < 5.5,medium,巴洛克锡镴杯主要是功能性上层日用器，能补充生活史信息，但艺术独创性、视觉冲击和本馆代表性都有限。,组内唯一对象，因无同类可重复项而获高D；但属较常见的巴洛克日用锡镴器，品质与PEM核心海事、亚洲及大洋洲叙事的补位价值有限。,
